file,key,view,theme,surface,resolution,modified_file_name,modified_resolution,status,delta_class,expected_delta_allowed,expected_delta_reason,allowlist_old_resolution,allowlist_new_resolution,baseline_mode,escalated,baseline_pair_count,mod_pair_count,text_eol_only_delta,text_normalized_delta,baseline_mean,baseline_max,mod_mean,mod_max,mean_limit,max_limit,baseline_changed_pixel_ratio,mod_changed_pixel_ratio,failure_reason,original_a_file,original_b_file,modified_file
hub-pacientes-light-960x600.png,hub:pacientes@light,pacientes,light,window,960x600,hub-pacientes-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-pacientes-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-pacientes-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-pacientes-light-960x600.png
hub-pacientes-dark-960x600.png,hub:pacientes@dark,pacientes,dark,window,960x600,hub-pacientes-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.00327,63.0,0.002617,65.0,5.0,104.5,0.000602,0.000556,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-pacientes-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-pacientes-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-pacientes-dark-960x600.png
hub-pacientes-empty-light-960x600.png,hub:pacientes-empty@light,pacientes-empty,light,window,960x600,hub-pacientes-empty-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.002662,47.0,0.002543,47.0,5.0,80.5,0.000226,0.000172,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-pacientes-empty-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-pacientes-empty-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-pacientes-empty-light-960x600.png
hub-pacientes-empty-dark-960x600.png,hub:pacientes-empty@dark,pacientes-empty,dark,window,960x600,hub-pacientes-empty-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,8e-06,4.0,0.001771,40.0,5.0,50.0,7e-06,0.000208,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-pacientes-empty-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-pacientes-empty-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-pacientes-empty-dark-960x600.png
hub-detalle-light-960x600.png,hub:detalle@light,detalle,light,window,960x600,hub-detalle-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-light-960x600.png
hub-detalle-dark-960x600.png,hub:detalle@dark,detalle,dark,window,960x600,hub-detalle-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-dark-960x600.png
hub-detalle-plan-timer-light-960x600.png,hub:detalle-plan-timer@light,detalle-plan-timer,light,window,960x600,hub-detalle-plan-timer-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-plan-timer-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-plan-timer-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-plan-timer-light-960x600.png
hub-detalle-plan-timer-dark-960x600.png,hub:detalle-plan-timer@dark,detalle-plan-timer,dark,window,960x600,hub-detalle-plan-timer-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-plan-timer-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-plan-timer-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-plan-timer-dark-960x600.png
hub-detalle-plan-rutina-light-960x600.png,hub:detalle-plan-rutina@light,detalle-plan-rutina,light,window,960x600,hub-detalle-plan-rutina-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-plan-rutina-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-plan-rutina-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-plan-rutina-light-960x600.png
hub-detalle-plan-rutina-dark-960x600.png,hub:detalle-plan-rutina@dark,detalle-plan-rutina,dark,window,960x600,hub-detalle-plan-rutina-dark-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-plan-rutina-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-plan-rutina-dark-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-plan-rutina-dark-960x600.png
hub-detalle-plan-activacion-light-960x600.png,hub:detalle-plan-activacion@light,detalle-plan-activacion,light,window,960x600,hub-detalle-plan-activacion-light-960x600.png,960x600,PASS,NO_DELTA,False,,,,single_1x1,False,1,1,True,False,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_A\hub-detalle-plan-activacion-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\original_B\hub-detalle-plan-activacion-light-960x600.png,C:\Users\nosom\Desktop\nm_suite\reports\qa\mockup_parity_baseline_resumen_overlay\renders\modified\hub-detalle-plan-activacion-light-960x600.png
